GENE	QUES	P	CARRIER_1	CARRIER_0	NONCARRIER_1	NONCARRIER_0
SLC30A4	q39_imaginative_games	0.04147926	6	3	3480	341
SLC30A4	q40_cooperatively_games	0.1124438	7	2	3584	244
FZR1	q01_phrases	1	6	0	3729	115
FZR1	q02_conversation	1	6	0	3580	118
FZR1	q03_odd_phrase	0.5967016	0	6	569	3127
FZR1	q04_inappropriate_question	1	1	4	555	3147
FZR1	q05_pronouns_mixed	0.3513243	0	6	864	2834
FZR1	q06_invented_words	0.5957021	0	6	611	3086
FZR1	q07_same_over	0.6556722	0	6	338	3358
FZR1	q08_particular_way	1	1	5	541	3295
FZR1	q09_expressions_appropriate	1	5	1	2950	888
FZR1	q10_hand_tool	0.6246877	0	6	566	3271
FZR1	q11_interest_preoccupy	0.3248376	1	5	230	3606
FZR1	q12_parts_object	1	0	6	252	3590
FZR1	q13_interests_intensity	1	1	5	520	3318
FZR1	q14_senses	1	0	5	311	3525
FZR1	q15_odd_ways	1	0	6	232	3607
FZR1	q16_complicated_movements	1	1	5	343	3494
FZR1	q17_injured_deliberately	1	0	6	296	3539
FZR1	q18_objects_carry	1	1	5	371	3465
FZR1	q19_best_friend	0.3593203	6	0	3035	811
FZR1	q20_talk_friendly	1	5	0	3576	255
FZR1	q21_copy_you	0.1984008	4	2	3284	552
FZR1	q22_point_things	0.6206897	6	0	3430	398
FZR1	q23_gestures_wanted	1	5	1	2911	922
FZR1	q24_nod_head	0.3503248	5	1	3572	258
FZR1	q25_shake_head	1	6	0	3601	233
FZR1	q26_look_directly	1	6	0	3653	172
FZR1	q27_smile_back	1	6	0	3726	102
FZR1	q28_things_interested	1	6	0	3753	73
FZR1	q29_share	1	6	0	3623	204
FZR1	q30_join_enjoyment	1	6	0	3724	88
FZR1	q31_comfort	1	6	0	3568	253
FZR1	q32_help_attention	1	6	0	3656	164
FZR1	q33_range_expressions	1	6	0	3757	63
FZR1	q34_copy_actions	1	5	0	3588	239
FZR1	q35_make_believe	1	6	0	3621	198
FZR1	q36_same_age	1	6	0	3614	213
FZR1	q37_respond_positively	1	6	0	3658	167
FZR1	q38_pay_attention	1	6	0	3605	214
FZR1	q39_imaginative_games	0.6546727	6	0	3480	344
FZR1	q40_cooperatively_games	1	6	0	3585	246
RDH12	q01_phrases	0.06696652	12	2	3723	113
RDH12	q02_conversation	1	12	0	3574	118
RDH12	q03_odd_phrase	0.09295352	4	8	565	3125
RDH12	q04_inappropriate_question	0.7126437	1	11	555	3140
RDH12	q05_pronouns_mixed	0.03598201	6	6	858	2834
RDH12	q06_invented_words	0.117941	4	8	607	3084
RDH12	q07_same_over	0.08195902	3	9	335	3355
RDH12	q08_particular_way	0.4192904	3	11	539	3289
RDH12	q09_expressions_appropriate	0.2123938	13	1	2942	888
RDH12	q10_hand_tool	0.2373813	4	10	562	3267
RDH12	q11_interest_preoccupy	1	1	13	230	3598
RDH12	q12_parts_object	1	1	13	251	3583
RDH12	q13_interests_intensity	1	2	12	519	3311
RDH12	q14_senses	1	1	13	310	3517
RDH12	q15_odd_ways	0.2013993	2	12	230	3601
RDH12	q16_complicated_movements	0.6216892	2	11	342	3488
RDH12	q17_injured_deliberately	1	1	13	295	3532
RDH12	q18_objects_carry	0.6261869	2	12	370	3458
RDH12	q19_best_friend	0.7501249	12	2	3029	809
RDH12	q20_talk_friendly	0.2443778	12	2	3569	253
RDH12	q21_copy_you	0.1544228	14	0	3274	554
RDH12	q22_point_things	0.6666667	12	2	3424	396
RDH12	q23_gestures_wanted	0.2283858	13	1	2903	922
RDH12	q24_nod_head	0.2353823	12	2	3565	257
RDH12	q25_shake_head	0.2058971	12	2	3595	231
RDH12	q26_look_directly	0.6426787	14	0	3645	172
RDH12	q27_smile_back	1	14	0	3718	102
RDH12	q28_things_interested	0.2383808	12	1	3747	72
RDH12	q29_share	1	13	1	3616	203
RDH12	q30_join_enjoyment	0.2753623	13	1	3717	87
RDH12	q31_comfort	1	13	1	3561	252
RDH12	q32_help_attention	0.6496752	14	0	3648	164
RDH12	q33_range_expressions	1	14	0	3749	63
RDH12	q34_copy_actions	0.6456772	14	0	3579	239
RDH12	q35_make_believe	0.157921	12	2	3615	196
RDH12	q36_same_age	1	13	1	3607	212
RDH12	q37_respond_positively	0.6636682	14	0	3650	167
RDH12	q38_pay_attention	0.6206897	14	0	3597	214
RDH12	q39_imaginative_games	1	13	1	3473	343
RDH12	q40_cooperatively_games	1	13	1	3578	245
TSG101	q01_phrases	0.3258371	12	1	3723	114
TSG101	q02_conversation	0.3083458	11	1	3575	117
TSG101	q03_odd_phrase	1	2	10	567	3123
TSG101	q04_inappropriate_question	0.4177911	3	9	553	3142
TSG101	q05_pronouns_mixed	0.3263368	1	11	863	2829
TSG101	q06_invented_words	0.4322839	3	9	608	3083
TSG101	q07_same_over	1	1	11	337	3353
TSG101	q08_particular_way	1	2	11	540	3289
TSG101	q09_expressions_appropriate	0.5437281	11	2	2944	887
TSG101	q10_hand_tool	1	2	11	564	3266
TSG101	q11_interest_preoccupy	1	1	11	230	3600
TSG101	q12_parts_object	0.6146927	0	13	252	3583
TSG101	q13_interests_intensity	0.4287856	3	10	518	3313
TSG101	q14_senses	1	1	12	310	3518
TSG101	q15_odd_ways	0.6301849	0	13	232	3600
TSG101	q16_complicated_movements	1	1	12	343	3487
TSG101	q17_injured_deliberately	0.6376812	2	11	294	3534
TSG101	q18_objects_carry	0.6286857	2	11	370	3459
TSG101	q19_best_friend	1	9	3	3032	808
TSG101	q20_talk_friendly	0.1964018	11	2	3570	253
TSG101	q21_copy_you	1	11	2	3277	552
TSG101	q22_point_things	0.131934	10	3	3426	395
TSG101	q23_gestures_wanted	0.09695152	7	6	2909	917
TSG101	q24_nod_head	0.2093953	11	2	3566	257
TSG101	q25_shake_head	1	12	1	3595	232
TSG101	q26_look_directly	1	12	1	3647	171
TSG101	q27_smile_back	0.2948526	12	1	3720	101
TSG101	q28_things_interested	1	13	0	3746	73
TSG101	q29_share	0.02898551	10	3	3619	201
TSG101	q30_join_enjoyment	0.2628686	12	1	3718	87
TSG101	q31_comfort	1	12	1	3562	252
TSG101	q32_help_attention	0.115942	11	2	3651	162
TSG101	q33_range_expressions	0.2013993	12	1	3751	62
TSG101	q34_copy_actions	0.04597701	10	3	3583	236
TSG101	q35_make_believe	1	12	1	3615	197
TSG101	q36_same_age	0.6301849	13	0	3607	213
TSG101	q37_respond_positively	0.1094453	11	2	3653	165
TSG101	q38_pay_attention	0.1689155	11	2	3600	212
TSG101	q39_imaginative_games	0.6131934	11	2	3475	342
TSG101	q40_cooperatively_games	1	12	1	3579	245
LENG1	q01_phrases	0.6576712	21	0	3714	115
LENG1	q02_conversation	0.6376812	21	0	3565	118
LENG1	q03_odd_phrase	0.5757121	2	19	567	3114
LENG1	q04_inappropriate_question	0.7701149	4	17	552	3134
LENG1	q05_pronouns_mixed	0.6221889	6	15	858	2825
LENG1	q06_invented_words	0.5352324	2	19	609	3073
LENG1	q07_same_over	0.7261369	1	20	337	3344
LENG1	q08_particular_way	1	3	18	539	3282
LENG1	q09_expressions_appropriate	0.7841079	17	4	2938	885
LENG1	q10_hand_tool	0.5632184	2	19	564	3258
LENG1	q11_interest_preoccupy	1	1	20	230	3591
LENG1	q12_parts_object	0.4132934	0	21	252	3575
LENG1	q13_interests_intensity	1	3	18	518	3305
LENG1	q14_senses	0.4152924	3	18	308	3512
LENG1	q15_odd_ways	1	1	20	231	3593
LENG1	q16_complicated_movements	1	2	19	342	3480
LENG1	q17_injured_deliberately	1	2	19	294	3526
LENG1	q18_objects_carry	0.7171414	3	18	369	3452
LENG1	q19_best_friend	0.6221889	18	3	3023	808
LENG1	q20_talk_friendly	0.4107946	21	0	3560	255
LENG1	q21_copy_you	1	18	3	3270	551
LENG1	q22_point_things	0.7116442	18	3	3418	395
LENG1	q23_gestures_wanted	0.1354323	19	2	2897	921
LENG1	q24_nod_head	0.6586707	19	2	3558	257
LENG1	q25_shake_head	0.6151924	19	2	3588	231
LENG1	q26_look_directly	0.2443778	19	2	3640	170
LENG1	q27_smile_back	0.6691654	21	0	3711	102
LENG1	q28_things_interested	0.3448276	20	1	3739	72
LENG1	q29_share	1	20	1	3609	203
LENG1	q30_join_enjoyment	1	21	0	3709	88
LENG1	q31_comfort	0.6451774	19	2	3555	251
LENG1	q32_help_attention	0.2133933	18	2	3644	162
LENG1	q33_range_expressions	1	20	0	3743	63
LENG1	q34_copy_actions	0.3928036	21	0	3572	239
LENG1	q35_make_believe	1	19	1	3608	197
LENG1	q36_same_age	0.4132934	21	0	3599	213
LENG1	q37_respond_positively	0.6111944	21	0	3643	167
LENG1	q38_pay_attention	0.4067966	21	0	3590	214
LENG1	q39_imaginative_games	0.2488756	21	0	3465	344
LENG1	q40_cooperatively_games	0.4082959	21	0	3570	246
CACNG8	q01_phrases	1	9	0	3726	115
CACNG8	q02_conversation	1	9	0	3577	118
CACNG8	q03_odd_phrase	0.03748126	4	5	565	3128
CACNG8	q04_inappropriate_question	0.1544228	3	6	553	3145
CACNG8	q05_pronouns_mixed	0.03848076	5	4	859	2836
CACNG8	q06_invented_words	0.6461769	2	7	609	3085
CACNG8	q07_same_over	0.03598201	3	6	335	3358
CACNG8	q08_particular_way	0.1249375	3	6	539	3294
CACNG8	q09_expressions_appropriate	0.4762619	8	1	2947	888
CACNG8	q10_hand_tool	1	1	8	565	3269
CACNG8	q11_interest_preoccupy	0.1084458	2	7	229	3604
CACNG8	q12_parts_object	1	1	8	251	3588
CACNG8	q13_interests_intensity	0.6026987	2	7	519	3316
CACNG8	q14_senses	1	1	8	310	3522
CACNG8	q15_odd_ways	1	1	8	231	3605
CACNG8	q16_complicated_movements	0.04047976	3	6	341	3493
CACNG8	q17_injured_deliberately	0.6341829	0	8	296	3537
CACNG8	q18_objects_carry	1	1	8	371	3462
CACNG8	q19_best_friend	1	7	2	3034	809
CACNG8	q20_talk_friendly	0.1044478	6	2	3575	253
CACNG8	q21_copy_you	0.6241879	6	2	3282	552
CACNG8	q22_point_things	0.193903	6	2	3430	396
CACNG8	q23_gestures_wanted	1	6	2	2910	921
CACNG8	q24_nod_head	1	7	1	3570	258
CACNG8	q25_shake_head	0.08145927	6	2	3601	231
CACNG8	q26_look_directly	0.2828586	6	1	3653	171
CACNG8	q27_smile_back	0.1914043	7	1	3725	101
CACNG8	q28_things_interested	1	8	0	3751	73
CACNG8	q29_share	0.3583208	7	1	3622	203
CACNG8	q30_join_enjoyment	0.1664168	7	1	3723	87
CACNG8	q31_comfort	1	7	1	3567	252
CACNG8	q32_help_attention	0.2868566	7	1	3655	163
CACNG8	q33_range_expressions	1	8	0	3755	63
CACNG8	q34_copy_actions	0.4102949	7	1	3586	238
CACNG8	q35_make_believe	0.3313343	7	1	3620	197
CACNG8	q36_same_age	0.3533233	7	1	3613	212
CACNG8	q37_respond_positively	0.3133433	7	1	3657	166
CACNG8	q38_pay_attention	0.3788106	7	1	3604	213
CACNG8	q39_imaginative_games	1	7	1	3479	343
CACNG8	q40_cooperatively_games	1	7	1	3584	245
ZNF558	q01_phrases	1	5	0	3730	115
ZNF558	q02_conversation	0.1569215	4	1	3582	117
ZNF558	q03_odd_phrase	1	1	4	568	3129
ZNF558	q04_inappropriate_question	0.6061969	0	5	556	3146
ZNF558	q05_pronouns_mixed	1	1	4	863	2836
ZNF558	q06_invented_words	0.1914043	2	3	609	3089
ZNF558	q07_same_over	0.06196902	2	3	336	3361
ZNF558	q08_particular_way	0.5922039	0	5	542	3295
ZNF558	q09_expressions_appropriate	0.5957021	3	2	2952	887
ZNF558	q10_hand_tool	0.6096952	0	5	566	3272
ZNF558	q11_interest_preoccupy	0.2908546	1	4	230	3607
ZNF558	q12_parts_object	0.2868566	1	4	251	3592
ZNF558	q13_interests_intensity	1	1	4	520	3319
ZNF558	q14_senses	1	0	5	311	3525
ZNF558	q15_odd_ways	0.2803598	1	4	231	3609
ZNF558	q16_complicated_movements	0.3663168	1	4	343	3495
ZNF558	q17_injured_deliberately	1	0	5	296	3540
ZNF558	q18_objects_carry	0.4092954	1	4	371	3466
ZNF558	q19_best_friend	0.07296352	2	3	3039	808
ZNF558	q20_talk_friendly	0.2918541	4	1	3577	254
ZNF558	q21_copy_you	1	4	1	3284	553
ZNF558	q22_point_things	0.08645677	3	2	3433	396
ZNF558	q23_gestures_wanted	0.5997001	3	2	2913	921
ZNF558	q24_nod_head	0.3073463	4	1	3573	258
ZNF558	q25_shake_head	1	5	0	3602	233
ZNF558	q26_look_directly	0.2083958	4	1	3655	171
ZNF558	q27_smile_back	0.1174413	4	1	3728	101
ZNF558	q28_things_interested	1	5	0	3754	73
ZNF558	q29_share	1	5	0	3624	204
ZNF558	q30_join_enjoyment	1	5	0	3725	88
ZNF558	q31_comfort	0.2938531	4	1	3570	252
ZNF558	q32_help_attention	0.2068966	4	1	3658	163
ZNF558	q33_range_expressions	1	5	0	3758	63
ZNF558	q34_copy_actions	1	5	0	3588	239
ZNF558	q35_make_believe	0.2253873	4	1	3623	197
ZNF558	q36_same_age	1	5	0	3615	213
ZNF558	q37_respond_positively	1	5	0	3659	167
ZNF558	q38_pay_attention	1	5	0	3606	214
ZNF558	q39_imaginative_games	0.3563218	4	1	3482	343
ZNF558	q40_cooperatively_games	0.2893553	4	1	3587	245
GYPE	q01_phrases	1	5	0	3730	115
GYPE	q02_conversation	0.1404298	4	1	3582	117
GYPE	q03_odd_phrase	1	1	4	568	3129
GYPE	q04_inappropriate_question	1	1	4	555	3147
GYPE	q05_pronouns_mixed	1	1	4	863	2836
GYPE	q06_invented_words	1	1	4	610	3088
GYPE	q07_same_over	0.3813093	1	4	337	3360
GYPE	q08_particular_way	1	1	4	541	3296
GYPE	q09_expressions_appropriate	0.1014493	2	3	2953	886
GYPE	q10_hand_tool	0.6061969	0	5	566	3272
GYPE	q11_interest_preoccupy	0.2823588	1	4	230	3607
GYPE	q12_parts_object	0.2983508	1	4	251	3592
GYPE	q13_interests_intensity	0.151924	2	3	519	3320
GYPE	q14_senses	0.3538231	1	4	310	3526
GYPE	q15_odd_ways	1	0	5	232	3608
GYPE	q16_complicated_movements	0.3683158	1	4	343	3495
GYPE	q17_injured_deliberately	1	0	5	296	3540
GYPE	q18_objects_carry	0.4182909	1	4	371	3466
GYPE	q19_best_friend	1	4	1	3037	810
GYPE	q20_talk_friendly	0.2828586	4	1	3577	254
GYPE	q21_copy_you	0.1509245	3	2	3285	552
GYPE	q22_point_things	1	4	1	3432	397
GYPE	q23_gestures_wanted	1	4	1	2912	922
GYPE	q24_nod_head	1	5	0	3572	259
GYPE	q25_shake_head	1	5	0	3602	233
GYPE	q26_look_directly	0.177911	4	1	3655	171
GYPE	q27_smile_back	1	5	0	3727	102
GYPE	q28_things_interested	1	5	0	3754	73
GYPE	q29_share	0.2333833	4	1	3625	203
GYPE	q30_join_enjoyment	1	5	0	3725	88
GYPE	q31_comfort	0.2918541	4	1	3570	252
GYPE	q32_help_attention	0.2138931	4	1	3658	163
GYPE	q33_range_expressions	1	5	0	3758	63
GYPE	q34_copy_actions	1	5	0	3588	239
GYPE	q35_make_believe	0.2318841	4	1	3623	197
GYPE	q36_same_age	0.2323838	4	1	3616	212
GYPE	q37_respond_positively	1	5	0	3659	167
GYPE	q38_pay_attention	1	5	0	3606	214
GYPE	q39_imaginative_games	0.3838081	4	1	3482	343
GYPE	q40_cooperatively_games	1	5	0	3586	246
MCHR2	q01_phrases	1	7	0	3728	115
MCHR2	q02_conversation	1	7	0	3579	118
MCHR2	q03_odd_phrase	0.3873063	0	7	569	3126
MCHR2	q04_inappropriate_question	0.3958021	0	7	556	3144
MCHR2	q05_pronouns_mixed	0.6981509	1	6	863	2834
MCHR2	q06_invented_words	1	1	6	610	3086
MCHR2	q07_same_over	1	1	6	337	3358
MCHR2	q08_particular_way	0.6031984	0	7	542	3293
MCHR2	q09_expressions_appropriate	0.3538231	4	3	2951	886
MCHR2	q10_hand_tool	0.3943028	0	7	566	3270
MCHR2	q11_interest_preoccupy	1	0	7	231	3604
MCHR2	q12_parts_object	1	0	7	252	3589
MCHR2	q13_interests_intensity	1	1	6	520	3317
MCHR2	q14_senses	0.6701649	0	7	311	3523
MCHR2	q15_odd_ways	1	0	7	232	3606
MCHR2	q16_complicated_movements	1	1	6	343	3493
MCHR2	q17_injured_deliberately	1	1	6	295	3539
MCHR2	q18_objects_carry	0.6221889	0	7	372	3463
MCHR2	q19_best_friend	0.6281859	5	2	3036	809
MCHR2	q20_talk_friendly	1	7	0	3574	255
MCHR2	q21_copy_you	0.3898051	7	0	3281	554
MCHR2	q22_point_things	1	6	1	3430	397
MCHR2	q23_gestures_wanted	0.3588206	4	3	2912	920
MCHR2	q24_nod_head	1	7	0	3570	259
MCHR2	q25_shake_head	1	7	0	3600	233
MCHR2	q26_look_directly	1	7	0	3652	172
MCHR2	q27_smile_back	1	7	0	3725	102
MCHR2	q28_things_interested	1	7	0	3752	73
MCHR2	q29_share	1	7	0	3622	204
MCHR2	q30_join_enjoyment	1	7	0	3723	88
MCHR2	q31_comfort	1	7	0	3567	253
MCHR2	q32_help_attention	1	7	0	3655	164
MCHR2	q33_range_expressions	1	7	0	3756	63
MCHR2	q34_copy_actions	1	7	0	3586	239
MCHR2	q35_make_believe	0.3083458	6	1	3621	197
MCHR2	q36_same_age	1	7	0	3613	213
MCHR2	q37_respond_positively	1	7	0	3657	167
MCHR2	q38_pay_attention	1	7	0	3604	214
MCHR2	q39_imaginative_games	0.6541729	6	0	3480	344
MCHR2	q40_cooperatively_games	1	7	0	3584	246
ETFDH	q01_phrases	0.6776612	17	0	3718	115
ETFDH	q02_conversation	0.6851574	17	0	3569	118
ETFDH	q03_odd_phrase	0.09495252	0	17	569	3116
ETFDH	q04_inappropriate_question	0.4712644	4	13	552	3138
ETFDH	q05_pronouns_mixed	0.03198401	0	17	864	2823
ETFDH	q06_invented_words	0.08445777	0	17	611	3075
ETFDH	q07_same_over	0.2448776	0	17	338	3347
ETFDH	q08_particular_way	1	2	15	540	3285
ETFDH	q09_expressions_appropriate	0.1449275	16	1	2939	888
ETFDH	q10_hand_tool	0.09745127	0	17	566	3260
ETFDH	q11_interest_preoccupy	1	1	16	230	3595
ETFDH	q12_parts_object	0.4077961	0	17	252	3579
ETFDH	q13_interests_intensity	0.2738631	4	13	517	3310
ETFDH	q14_senses	0.1474263	3	14	308	3516
ETFDH	q15_odd_ways	0.08095952	3	14	229	3599
ETFDH	q16_complicated_movements	1	2	15	342	3484
ETFDH	q17_injured_deliberately	0.3983008	0	17	296	3528
ETFDH	q18_objects_carry	0.7241379	1	16	371	3454
ETFDH	q19_best_friend	0.4092954	15	2	3026	809
ETFDH	q20_talk_friendly	1	16	1	3565	254
ETFDH	q21_copy_you	0.7351324	14	3	3274	551
ETFDH	q22_point_things	0.3973013	14	3	3422	395
ETFDH	q23_gestures_wanted	0.7686157	12	5	2904	918
ETFDH	q24_nod_head	0.6331834	15	2	3562	257
ETFDH	q25_shake_head	1	16	1	3591	232
ETFDH	q26_look_directly	1	16	1	3643	171
ETFDH	q27_smile_back	1	17	0	3715	102
ETFDH	q28_things_interested	1	17	0	3742	73
ETFDH	q29_share	1	16	1	3613	203
ETFDH	q30_join_enjoyment	0.3283358	16	1	3714	87
ETFDH	q31_comfort	1	16	1	3558	252
ETFDH	q32_help_attention	0.6336832	17	0	3645	164
ETFDH	q33_range_expressions	1	17	0	3746	63
ETFDH	q34_copy_actions	0.6276862	15	2	3578	237
ETFDH	q35_make_believe	1	16	1	3611	197
ETFDH	q36_same_age	1	16	1	3604	212
ETFDH	q37_respond_positively	1	16	1	3648	166
ETFDH	q38_pay_attention	0.6151924	17	0	3594	214
ETFDH	q39_imaginative_games	0.7251374	16	1	3470	343
ETFDH	q40_cooperatively_games	0.6156922	15	2	3576	244
S100A9	q01_phrases	0.05947026	1	1	3734	114
S100A9	q02_conversation	1	1	0	3585	118
S100A9	q03_odd_phrase	1	0	1	569	3132
S100A9	q04_inappropriate_question	1	0	1	556	3150
S100A9	q05_pronouns_mixed	1	0	1	864	2839
S100A9	q06_invented_words	1	0	1	611	3091
S100A9	q07_same_over	1	0	1	338	3363
S100A9	q08_particular_way	1	0	2	542	3298
S100A9	q09_expressions_appropriate	1	2	0	2953	889
S100A9	q10_hand_tool	1	0	2	566	3275
S100A9	q11_interest_preoccupy	1	0	2	231	3609
S100A9	q12_parts_object	1	0	2	252	3594
S100A9	q13_interests_intensity	1	0	2	521	3321
S100A9	q14_senses	1	0	2	311	3528
S100A9	q15_odd_ways	1	0	2	232	3611
S100A9	q16_complicated_movements	1	0	2	344	3497
S100A9	q17_injured_deliberately	1	0	2	296	3543
S100A9	q18_objects_carry	1	0	2	372	3468
S100A9	q19_best_friend	0.04147926	0	2	3041	809
S100A9	q20_talk_friendly	1	2	0	3579	255
S100A9	q21_copy_you	1	2	0	3286	554
S100A9	q22_point_things	1	2	0	3434	398
S100A9	q23_gestures_wanted	1	2	0	2914	923
S100A9	q24_nod_head	0.1234383	1	1	3576	258
S100A9	q25_shake_head	1	2	0	3605	233
S100A9	q26_look_directly	1	2	0	3657	172
S100A9	q27_smile_back	1	2	0	3730	102
S100A9	q28_things_interested	1	2	0	3757	73
S100A9	q29_share	1	2	0	3627	204
S100A9	q30_join_enjoyment	1	2	0	3728	88
S100A9	q31_comfort	1	2	0	3572	253
S100A9	q32_help_attention	1	2	0	3660	164
S100A9	q33_range_expressions	1	2	0	3761	63
S100A9	q34_copy_actions	1	2	0	3591	239
S100A9	q35_make_believe	1	2	0	3625	198
S100A9	q36_same_age	0.09895052	1	1	3619	212
S100A9	q37_respond_positively	1	2	0	3662	167
S100A9	q38_pay_attention	1	2	0	3609	214
S100A9	q39_imaginative_games	0.1624188	1	1	3485	343
S100A9	q40_cooperatively_games	0.131934	1	1	3590	245
NPM3	q01_phrases	0.2963518	10	1	3725	114
NPM3	q02_conversation	1	10	0	3576	118
NPM3	q03_odd_phrase	1	2	8	567	3125
NPM3	q04_inappropriate_question	0.1834083	3	7	553	3144
NPM3	q05_pronouns_mixed	0.7221389	3	7	861	2833
NPM3	q06_invented_words	0.6966517	1	9	610	3083
NPM3	q07_same_over	1	1	9	337	3355
NPM3	q08_particular_way	0.7191404	1	10	541	3290
NPM3	q09_expressions_appropriate	1	8	3	2947	886
NPM3	q10_hand_tool	1	1	9	565	3268
NPM3	q11_interest_preoccupy	1	1	10	230	3601
NPM3	q12_parts_object	1	1	10	251	3586
NPM3	q13_interests_intensity	0.6476762	2	9	519	3314
NPM3	q14_senses	0.01249375	4	7	307	3523
NPM3	q15_odd_ways	0.1294353	2	9	230	3604
NPM3	q16_complicated_movements	0.2623688	2	9	342	3490
NPM3	q17_injured_deliberately	1	1	10	295	3535
NPM3	q18_objects_carry	1	1	10	371	3460
NPM3	q19_best_friend	0.7256372	8	3	3033	808
NPM3	q20_talk_friendly	1	10	1	3571	254
NPM3	q21_copy_you	0.7061469	10	1	3278	553
NPM3	q22_point_things	1	10	1	3426	397
NPM3	q23_gestures_wanted	0.1554223	6	5	2910	918
NPM3	q24_nod_head	1	10	1	3567	258
NPM3	q25_shake_head	1	10	1	3597	232
NPM3	q26_look_directly	0.08995502	9	2	3650	170
NPM3	q27_smile_back	0.002498751	8	3	3724	99
NPM3	q28_things_interested	0.1964018	10	1	3749	72
NPM3	q29_share	0.1249375	9	2	3620	202
NPM3	q30_join_enjoyment	0.02148926	9	2	3721	86
NPM3	q31_comfort	1	10	1	3564	252
NPM3	q32_help_attention	0.4012994	10	1	3652	163
NPM3	q33_range_expressions	1	11	0	3752	63
NPM3	q34_copy_actions	0.1384308	9	2	3584	237
NPM3	q35_make_believe	1	10	1	3617	197
NPM3	q36_same_age	0.1169415	9	2	3611	211
NPM3	q37_respond_positively	0.011994	8	3	3656	164
NPM3	q38_pay_attention	1	10	1	3601	213
NPM3	q39_imaginative_games	1	10	1	3476	343
NPM3	q40_cooperatively_games	0.1489255	9	2	3582	244
TNFSF12-TNFSF13	q01_phrases	1	13	0	3722	115
TNFSF12-TNFSF13	q02_conversation	1	13	0	3573	118
TNFSF12-TNFSF13	q03_odd_phrase	0.7071464	1	12	568	3121
TNFSF12-TNFSF13	q04_inappropriate_question	1	2	11	554	3140
TNFSF12-TNFSF13	q05_pronouns_mixed	0.7371314	4	9	860	2831
TNFSF12-TNFSF13	q06_invented_words	0.7051474	3	10	608	3082
TNFSF12-TNFSF13	q07_same_over	0.6286857	2	11	336	3353
TNFSF12-TNFSF13	q08_particular_way	1	2	11	540	3289
TNFSF12-TNFSF13	q09_expressions_appropriate	0.3098451	11	1	2944	888
TNFSF12-TNFSF13	q10_hand_tool	0.3928036	3	9	563	3268
